circuit,attack_type,noise_rate,num_qubits,original_depth,modified_depth,original_gates,modified_gates,tvd,prediction,anomaly_probability,risk_score,risk_level,status
lpn_n5.qasm,gate_insertion,0.05,5,5,5,16,17,0.575,1,0.9864,98.64,HIGH,SUCCESS
lpn_n5.qasm,gate_deletion,0.05,5,5,5,16,15,0.625,1,0.9877,98.77,HIGH,SUCCESS
lpn_n5.qasm,gate_substitution,0.05,5,5,5,16,16,0.58,1,0.9956,99.56,HIGH,SUCCESS
lpn_n5.qasm,multiple_gate_insertion,0.05,5,5,6,16,18,0.58,1,0.9952,99.52,HIGH,SUCCESS
pea_n5.qasm,normal,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_insertion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_deletion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_substitution,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,multiple_gate_insertion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,normal,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_insertion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_deletion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_substitution,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,multiple_gate_insertion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,normal,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_insertion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_deletion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_substitution,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,multiple_gate_insertion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,normal,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_insertion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_deletion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_substitution,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,multiple_gate_insertion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,normal,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_insertion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_deletion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_substitution,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,multiple_gate_insertion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,normal,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_insertion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_deletion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,gate_substitution,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
pea_n5.qasm,multiple_gate_insertion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: ctu'
qaoa_n3.qasm,normal,0.005,3,12,12,18,18,0.13,1,0.5441,54.41,MEDIUM,SUCCESS
qaoa_n3.qasm,gate_insertion,0.005,3,12,13,18,19,1.0,1,0.9966,99.66,HIGH,SUCCESS
qaoa_n3.qasm,gate_deletion,0.005,3,12,12,18,17,1.0,1,0.9923,99.23,HIGH,SUCCESS
qaoa_n3.qasm,gate_substitution,0.005,3,12,12,18,18,1.0,1,0.9966,99.66,HIGH,SUCCESS
qaoa_n3.qasm,multiple_gate_insertion,0.005,3,12,13,18,20,1.0,1,0.9976,99.76,HIGH,SUCCESS
qaoa_n3.qasm,normal,0.01,3,12,12,18,18,0.075,0,0.1003,10.03,LOW,SUCCESS
qaoa_n3.qasm,gate_insertion,0.01,3,12,13,18,19,1.0,1,0.9966,99.66,HIGH,SUCCESS
qaoa_n3.qasm,gate_deletion,0.01,3,12,11,18,17,1.0,1,0.9935,99.35,HIGH,SUCCESS
qaoa_n3.qasm,gate_substitution,0.01,3,12,12,18,18,1.0,1,0.9921,99.21,HIGH,SUCCESS
qaoa_n3.qasm,multiple_gate_insertion,0.01,3,12,14,18,20,1.0,1,0.9976,99.76,HIGH,SUCCESS
qaoa_n3.qasm,normal,0.02,3,12,12,18,18,0.125,1,0.5441,54.41,MEDIUM,SUCCESS
qaoa_n3.qasm,gate_insertion,0.02,3,12,13,18,19,1.0,1,0.997,99.7,HIGH,SUCCESS
qaoa_n3.qasm,gate_deletion,0.02,3,12,11,18,17,1.0,1,0.9935,99.35,HIGH,SUCCESS
qaoa_n3.qasm,gate_substitution,0.02,3,12,12,18,18,1.0,1,0.9921,99.21,HIGH,SUCCESS
qaoa_n3.qasm,multiple_gate_insertion,0.02,3,12,14,18,20,1.0,1,0.9973,99.73,HIGH,SUCCESS
qaoa_n3.qasm,normal,0.03,3,12,12,18,18,0.2,1,0.6403,64.03,MEDIUM,SUCCESS
qaoa_n3.qasm,gate_insertion,0.03,3,12,12,18,19,1.0,1,0.997,99.7,HIGH,SUCCESS
qaoa_n3.qasm,gate_deletion,0.03,3,12,12,18,17,1.0,1,0.9923,99.23,HIGH,SUCCESS
qaoa_n3.qasm,gate_substitution,0.03,3,12,12,18,18,1.0,1,0.9966,99.66,HIGH,SUCCESS
qaoa_n3.qasm,multiple_gate_insertion,0.03,3,12,12,18,20,1.0,1,0.9973,99.73,HIGH,SUCCESS
qaoa_n3.qasm,normal,0.04,3,12,12,18,18,0.12,0,0.3077,30.77,MEDIUM,SUCCESS
qaoa_n3.qasm,gate_insertion,0.04,3,12,13,18,19,1.0,1,0.9917,99.17,HIGH,SUCCESS
qaoa_n3.qasm,gate_deletion,0.04,3,12,12,18,17,1.0,1,0.9923,99.23,HIGH,SUCCESS
qaoa_n3.qasm,gate_substitution,0.04,3,12,12,18,18,1.0,1,0.9966,99.66,HIGH,SUCCESS
qaoa_n3.qasm,multiple_gate_insertion,0.04,3,12,13,18,20,1.0,1,0.999,99.9,HIGH,SUCCESS
qaoa_n3.qasm,normal,0.05,3,12,12,18,18,0.12,0,0.3077,30.77,MEDIUM,SUCCESS
qaoa_n3.qasm,gate_insertion,0.05,3,12,12,18,19,1.0,1,0.9921,99.21,HIGH,SUCCESS
qaoa_n3.qasm,gate_deletion,0.05,3,12,12,18,17,1.0,1,0.9923,99.23,HIGH,SUCCESS
qaoa_n3.qasm,gate_substitution,0.05,3,12,12,18,18,1.0,1,0.997,99.7,HIGH,SUCCESS
qaoa_n3.qasm,multiple_gate_insertion,0.05,3,12,13,18,20,1.0,1,0.999,99.9,HIGH,SUCCESS
qaoa_n6.qasm,normal,0.005,6,110,110,276,276,0.3,0,0.354,35.4,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_insertion,0.005,6,110,110,276,277,0.385,1,0.8051,80.51,HIGH,SUCCESS
qaoa_n6.qasm,gate_deletion,0.005,6,110,110,276,275,0.34,1,0.8454,84.54,HIGH,SUCCESS
qaoa_n6.qasm,gate_substitution,0.005,6,110,110,276,276,0.34,1,0.8541,85.41,HIGH,SUCCESS
qaoa_n6.qasm,multiple_gate_insertion,0.005,6,110,111,276,278,0.325,1,0.9769,97.69,HIGH,SUCCESS
qaoa_n6.qasm,normal,0.01,6,110,110,276,276,0.29,0,0.354,35.4,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_insertion,0.01,6,110,111,276,277,0.29,1,0.9769,97.69,HIGH,SUCCESS
qaoa_n6.qasm,gate_deletion,0.01,6,110,109,276,275,0.38,1,0.8784,87.84,HIGH,SUCCESS
qaoa_n6.qasm,gate_substitution,0.01,6,110,110,276,276,0.295,1,0.8917,89.17,HIGH,SUCCESS
qaoa_n6.qasm,multiple_gate_insertion,0.01,6,110,111,276,278,0.415,1,0.9739,97.39,HIGH,SUCCESS
qaoa_n6.qasm,normal,0.02,6,110,110,276,276,0.395,0,0.4622,46.22,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_insertion,0.02,6,110,111,276,277,0.405,1,0.9062,90.62,HIGH,SUCCESS
qaoa_n6.qasm,gate_deletion,0.02,6,110,109,276,275,0.3,0,0.3631,36.31,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_substitution,0.02,6,110,110,276,276,0.38,0,0.4845,48.45,MEDIUM,SUCCESS
qaoa_n6.qasm,multiple_gate_insertion,0.02,6,110,112,276,278,0.365,1,0.9965,99.65,HIGH,SUCCESS
qaoa_n6.qasm,normal,0.03,6,110,110,276,276,0.415,0,0.4622,46.22,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_insertion,0.03,6,110,110,276,277,0.39,1,0.8159,81.59,HIGH,SUCCESS
qaoa_n6.qasm,gate_deletion,0.03,6,110,110,276,275,0.365,0,0.3775,37.75,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_substitution,0.03,6,110,110,276,276,0.42,1,0.9393,93.93,HIGH,SUCCESS
qaoa_n6.qasm,multiple_gate_insertion,0.03,6,110,110,276,278,0.4,1,0.9762,97.62,HIGH,SUCCESS
qaoa_n6.qasm,normal,0.04,6,110,110,276,276,0.415,0,0.4622,46.22,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_insertion,0.04,6,110,111,276,277,0.35,1,0.9671,96.71,HIGH,SUCCESS
qaoa_n6.qasm,gate_deletion,0.04,6,110,109,276,275,0.355,0,0.3792,37.92,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_substitution,0.04,6,110,110,276,276,0.41,1,0.9836,98.36,HIGH,SUCCESS
qaoa_n6.qasm,multiple_gate_insertion,0.04,6,110,110,276,278,0.395,1,0.9794,97.94,HIGH,SUCCESS
qaoa_n6.qasm,normal,0.05,6,110,110,276,276,0.4,0,0.4622,46.22,MEDIUM,SUCCESS
qaoa_n6.qasm,gate_insertion,0.05,6,110,110,276,277,0.38,1,0.9714,97.14,HIGH,SUCCESS
qaoa_n6.qasm,gate_deletion,0.05,6,110,109,276,275,0.345,1,0.8801,88.01,HIGH,SUCCESS
qaoa_n6.qasm,gate_substitution,0.05,6,110,110,276,276,0.39,1,0.5021,50.21,MEDIUM,SUCCESS
qaoa_n6.qasm,multiple_gate_insertion,0.05,6,110,110,276,278,0.42,1,0.9794,97.94,HIGH,SUCCESS
qec_en_n5.qasm,normal,0.005,5,18,18,30,30,0.125,0,0.1257,12.57,LOW,SUCCESS
qec_en_n5.qasm,gate_insertion,0.005,5,18,18,30,31,0.55,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_deletion,0.005,5,18,17,30,29,0.105,0,0.1414,14.14,LOW,SUCCESS
qec_en_n5.qasm,gate_substitution,0.005,5,18,18,30,30,0.52,1,0.9915,99.15,HIGH,SUCCESS
qec_en_n5.qasm,multiple_gate_insertion,0.005,5,18,19,30,32,1.0,1,0.9913,99.13,HIGH,SUCCESS
qec_en_n5.qasm,normal,0.01,5,18,18,30,30,0.21,0,0.2275,22.75,LOW,SUCCESS
qec_en_n5.qasm,gate_insertion,0.01,5,18,18,30,31,0.94,1,0.9707,97.07,HIGH,SUCCESS
qec_en_n5.qasm,gate_deletion,0.01,5,18,18,30,29,0.58,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_substitution,0.01,5,18,18,30,30,0.795,1,0.9913,99.13,HIGH,SUCCESS
qec_en_n5.qasm,multiple_gate_insertion,0.01,5,18,18,30,32,0.995,1,0.9914,99.14,HIGH,SUCCESS
qec_en_n5.qasm,normal,0.02,5,18,18,30,30,0.31,1,0.7243,72.43,HIGH,SUCCESS
qec_en_n5.qasm,gate_insertion,0.02,5,18,18,30,31,0.935,1,0.9707,97.07,HIGH,SUCCESS
qec_en_n5.qasm,gate_deletion,0.02,5,18,18,30,29,0.64,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_substitution,0.02,5,18,18,30,30,0.625,1,0.9913,99.13,HIGH,SUCCESS
qec_en_n5.qasm,multiple_gate_insertion,0.02,5,18,19,30,32,0.955,1,0.9707,97.07,HIGH,SUCCESS
qec_en_n5.qasm,normal,0.03,5,18,18,30,30,0.37,1,0.8586,85.86,HIGH,SUCCESS
qec_en_n5.qasm,gate_insertion,0.03,5,18,18,30,31,0.89,1,0.9913,99.13,HIGH,SUCCESS
qec_en_n5.qasm,gate_deletion,0.03,5,18,17,30,29,0.51,1,0.9856,98.56,HIGH,SUCCESS
qec_en_n5.qasm,gate_substitution,0.03,5,18,18,30,30,0.655,1,0.9707,97.07,HIGH,SUCCESS
qec_en_n5.qasm,multiple_gate_insertion,0.03,5,18,18,30,32,0.73,1,0.9916,99.16,HIGH,SUCCESS
qec_en_n5.qasm,normal,0.04,5,18,18,30,30,0.565,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_insertion,0.04,5,18,18,30,31,0.735,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_deletion,0.04,5,18,18,30,29,0.765,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_substitution,0.04,5,18,18,30,30,0.65,1,0.9707,97.07,HIGH,SUCCESS
qec_en_n5.qasm,multiple_gate_insertion,0.04,5,18,20,30,32,0.61,1,0.9848,98.48,HIGH,SUCCESS
qec_en_n5.qasm,normal,0.05,5,18,18,30,30,0.62,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_insertion,0.05,5,18,19,30,31,0.83,1,0.9703,97.03,HIGH,SUCCESS
qec_en_n5.qasm,gate_deletion,0.05,5,18,17,30,29,0.66,1,0.9856,98.56,HIGH,SUCCESS
qec_en_n5.qasm,gate_substitution,0.05,5,18,18,30,30,0.745,1,0.9707,97.07,HIGH,SUCCESS
qec_en_n5.qasm,multiple_gate_insertion,0.05,5,18,18,30,32,0.975,1,0.9913,99.13,HIGH,SUCCESS
qec_sm_n5.qasm,normal,0.005,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_insertion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_deletion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_substitution,0.005,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,multiple_gate_insertion,0.005,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,normal,0.01,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_insertion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_deletion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_substitution,0.01,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,multiple_gate_insertion,0.01,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,normal,0.02,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_insertion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_deletion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_substitution,0.02,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,multiple_gate_insertion,0.02,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,normal,0.03,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_insertion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_deletion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_substitution,0.03,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,multiple_gate_insertion,0.03,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,normal,0.04,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_insertion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_deletion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_substitution,0.04,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,multiple_gate_insertion,0.04,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,normal,0.05,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_insertion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_deletion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,gate_substitution,0.05,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qec_sm_n5.qasm,multiple_gate_insertion,0.05,,,,,,,,,,,FAILED: 'unknown instruction: syndrome'
qft_n4.qasm,normal,0.005,4,9,9,17,17,0.16,0,0.3073,30.73,MEDIUM,SUCCESS
qft_n4.qasm,gate_insertion,0.005,4,9,10,17,18,0.2,1,0.9918,99.18,HIGH,SUCCESS
qft_n4.qasm,gate_deletion,0.005,4,9,9,17,16,0.53,1,0.9882,98.82,HIGH,SUCCESS
qft_n4.qasm,gate_substitution,0.005,4,9,9,17,17,0.145,1,0.9828,98.28,HIGH,SUCCESS
qft_n4.qasm,multiple_gate_insertion,0.005,4,9,10,17,19,0.455,1,0.9951,99.51,HIGH,SUCCESS
qft_n4.qasm,normal,0.01,4,9,9,17,17,0.145,0,0.3073,30.73,MEDIUM,SUCCESS
qft_n4.qasm,gate_insertion,0.01,4,9,10,17,18,0.155,0,0.3073,30.73,MEDIUM,SUCCESS
qft_n4.qasm,gate_deletion,0.01,4,9,9,17,16,0.54,1,0.9882,98.82,HIGH,SUCCESS
qft_n4.qasm,gate_substitution,0.01,4,9,9,17,17,0.565,1,0.9882,98.82,HIGH,SUCCESS
qft_n4.qasm,multiple_gate_insertion,0.01,4,9,10,17,19,0.19,1,0.9968,99.68,HIGH,SUCCESS
qft_n4.qasm,normal,0.02,4,9,9,17,17,0.095,0,0.0874,8.74,LOW,SUCCESS
qft_n4.qasm,gate_insertion,0.02,4,9,9,17,18,0.095,0,0.0874,8.74,LOW,SUCCESS
qft_n4.qasm,gate_deletion,0.02,4,9,8,17,16,0.445,1,0.9782,97.82,HIGH,SUCCESS
qft_n4.qasm,gate_substitution,0.02,4,9,9,17,17,0.54,1,0.9952,99.52,HIGH,SUCCESS
qft_n4.qasm,multiple_gate_insertion,0.02,4,9,10,17,19,0.535,1,0.9952,99.52,HIGH,SUCCESS
qft_n4.qasm,normal,0.03,4,9,9,17,17,0.2,1,0.5526,55.26,MEDIUM,SUCCESS
qft_n4.qasm,gate_insertion,0.03,4,9,9,17,18,0.155,1,0.9843,98.43,HIGH,SUCCESS
qft_n4.qasm,gate_deletion,0.03,4,9,9,17,16,0.185,0,0.4522,45.22,MEDIUM,SUCCESS
qft_n4.qasm,gate_substitution,0.03,4,9,9,17,17,0.515,1,0.9882,98.82,HIGH,SUCCESS
qft_n4.qasm,multiple_gate_insertion,0.03,4,9,9,17,19,0.195,1,0.9877,98.77,HIGH,SUCCESS
qft_n4.qasm,normal,0.04,4,9,9,17,17,0.1,0,0.0874,8.74,LOW,SUCCESS
qft_n4.qasm,gate_insertion,0.04,4,9,9,17,18,0.16,1,0.9843,98.43,HIGH,SUCCESS
qft_n4.qasm,gate_deletion,0.04,4,9,9,17,16,0.465,1,0.9869,98.69,HIGH,SUCCESS
qft_n4.qasm,gate_substitution,0.04,4,9,9,17,17,0.515,1,0.9882,98.82,HIGH,SUCCESS
qft_n4.qasm,multiple_gate_insertion,0.04,4,9,9,17,19,0.16,1,0.9904,99.04,HIGH,SUCCESS
qft_n4.qasm,normal,0.05,4,9,9,17,17,0.165,0,0.4414,44.14,MEDIUM,SUCCESS
qft_n4.qasm,gate_insertion,0.05,4,9,10,17,18,0.14,1,0.9843,98.43,HIGH,SUCCESS
qft_n4.qasm,gate_deletion,0.05,4,9,9,17,16,0.18,0,0.4522,45.22,MEDIUM,SUCCESS
qft_n4.qasm,gate_substitution,0.05,4,9,9,17,17,0.45,1,0.9869,98.69,HIGH,SUCCESS
qft_n4.qasm,multiple_gate_insertion,0.05,4,9,11,17,19,0.16,1,0.9843,98.43,HIGH,SUCCESS
qpe_n9.qasm,normal,0.005,9,21,21,42,42,0.26,1,0.5268,52.68,MEDIUM,SUCCESS
qpe_n9.qasm,gate_insertion,0.005,9,21,22,42,43,0.25,1,0.5918,59.18,MEDIUM,SUCCESS
qpe_n9.qasm,gate_deletion,0.005,9,21,20,42,41,0.485,1,0.9791,97.91,HIGH,SUCCESS
qpe_n9.qasm,gate_substitution,0.005,9,21,21,42,42,0.305,1,0.9734,97.34,HIGH,SUCCESS
qpe_n9.qasm,multiple_gate_insertion,0.005,9,21,22,42,44,0.42,1,0.9406,94.06,HIGH,SUCCESS
qpe_n9.qasm,normal,0.01,9,21,21,42,42,0.29,1,0.8112,81.12,HIGH,SUCCESS
qpe_n9.qasm,gate_insertion,0.01,9,21,22,42,43,0.375,1,0.9767,97.67,HIGH,SUCCESS
qpe_n9.qasm,gate_deletion,0.01,9,21,21,42,41,0.295,1,0.8112,81.12,HIGH,SUCCESS
qpe_n9.qasm,gate_substitution,0.01,9,21,21,42,42,0.27,1,0.9724,97.24,HIGH,SUCCESS
qpe_n9.qasm,multiple_gate_insertion,0.01,9,21,22,42,44,0.53,1,0.9974,99.74,HIGH,SUCCESS
qpe_n9.qasm,normal,0.02,9,21,21,42,42,0.255,1,0.5268,52.68,MEDIUM,SUCCESS
qpe_n9.qasm,gate_insertion,0.02,9,21,21,42,43,0.26,1,0.9858,98.58,HIGH,SUCCESS
qpe_n9.qasm,gate_deletion,0.02,9,21,20,42,41,0.29,1,0.8112,81.12,HIGH,SUCCESS
qpe_n9.qasm,gate_substitution,0.02,9,21,21,42,42,0.545,1,0.9791,97.91,HIGH,SUCCESS
qpe_n9.qasm,multiple_gate_insertion,0.02,9,21,22,42,44,0.595,1,0.9915,99.15,HIGH,SUCCESS
qpe_n9.qasm,normal,0.03,9,21,21,42,42,0.255,1,0.5268,52.68,MEDIUM,SUCCESS
qpe_n9.qasm,gate_insertion,0.03,9,21,21,42,43,0.28,1,0.5788,57.88,MEDIUM,SUCCESS
qpe_n9.qasm,gate_deletion,0.03,9,21,21,42,41,0.325,1,0.8112,81.12,HIGH,SUCCESS
qpe_n9.qasm,gate_substitution,0.03,9,21,21,42,42,0.465,1,0.9916,99.16,HIGH,SUCCESS
qpe_n9.qasm,multiple_gate_insertion,0.03,9,21,22,42,44,0.395,1,0.9263,92.63,HIGH,SUCCESS
qpe_n9.qasm,normal,0.04,9,21,21,42,42,0.295,1,0.8112,81.12,HIGH,SUCCESS
qpe_n9.qasm,gate_insertion,0.04,9,21,21,42,43,0.27,1,0.9787,97.87,HIGH,SUCCESS
qpe_n9.qasm,gate_deletion,0.04,9,21,20,42,41,0.27,1,0.5134,51.34,MEDIUM,SUCCESS
qpe_n9.qasm,gate_substitution,0.04,9,21,21,42,42,0.23,1,0.6149,61.49,MEDIUM,SUCCESS
qpe_n9.qasm,multiple_gate_insertion,0.04,9,21,22,42,44,0.555,1,0.9916,99.16,HIGH,SUCCESS
qpe_n9.qasm,normal,0.05,9,21,21,42,42,0.285,1,0.5134,51.34,MEDIUM,SUCCESS
qpe_n9.qasm,gate_insertion,0.05,9,21,22,42,43,0.585,1,0.9917,99.17,HIGH,SUCCESS
qpe_n9.qasm,gate_deletion,0.05,9,21,20,42,41,0.405,1,0.9418,94.18,HIGH,SUCCESS
qpe_n9.qasm,gate_substitution,0.05,9,21,21,42,42,0.4,1,0.9418,94.18,HIGH,SUCCESS
qpe_n9.qasm,multiple_gate_insertion,0.05,9,21,23,42,44,0.625,1,0.9916,99.16,HIGH,SUCCESS
